dateiname,id,rezept,land,kontinent,gang,art,prompt
molokhia.jpg,molokhia,Molokhia,Ägypten,Afrika,Suppe,,"Food-Fotografie: Molokhia, Suppe aus Ägypten. Im Bild klar erkennbar: Molokhia-Blätter, Hähnchen, Knoblauch. Leichte Schrägsicht von 30 Grad, serviert in tiefer Steingutteller, der Dampf gerade noch sichtbar. Untergrund: gehämmertes Messingtablett auf gemusterten Zementfliesen; eine Tajine-Schale und ein Bund frische Minze am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
byrek-me-spinaq.jpg,byrek-me-spinaq,Byrek me spinaq,Albanien,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Byrek me spinaq, Hauptgericht aus Albanien. Im Bild klar erkennbar: Filo- oder Yufka-Teigblätter, frischer Spinat, Feta oder gjizë. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
f-rges.jpg,f-rges,Fërgesë,Albanien,Europa,Vorspeise,Vegetarisch,"Food-Fotografie: Fërgesë, Vorspeise aus Albanien. Im Bild klar erkennbar: rote Spitzpaprika, reife Tomaten, gjizë. Aufsicht von 90 Grad, serviert auf kleiner flacher Teller, viel freie Fläche um den Teller. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
tav-kosi.jpg,tav-kosi,Tavë kosi,Albanien,Europa,Hauptgericht,"Fleisch, Lamm","Food-Fotografie: Tavë kosi, Hauptgericht aus Albanien. Im Bild klar erkennbar: Lammschulter oder -keule, Butter, Reis. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
coca.jpg,coca,Coca,Andorra,Europa,Snack,Vegetarisch,"Food-Fotografie: Coca, Snack aus Andorra. Im Bild klar erkennbar: lauwarme Milch, Pinienkerne, Anis oder abgeriebene Zitronenschale. Aufsicht von 90 Grad, serviert auf Holzbrett oder Papier, mehrere Stücke locker verteilt. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
trinxat.jpg,trinxat,Trinxat,Andorra,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Trinxat, Hauptgericht aus Andorra. Im Bild klar erkennbar: kleiner Wirsing, Knoblauch, geräuchertes Rind oder luftgetrocknetes Lamm. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
truita-de-riu-a-l-andorrana.jpg,truita-de-riu-a-l-andorrana,Truita de riu a l'andorrana,Andorra,Europa,Hauptgericht,Fisch,"Food-Fotografie: Truita de riu a l'andorrana, Hauptgericht aus Andorra. Im Bild klar erkennbar: küchenfertige Bachforellen, Knoblauch, Zitrone. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
chaladnik.jpg,chaladnik,Chaladnik,Belarus,Europa,Vorspeise,Vegetarisch,"Food-Fotografie: Chaladnik, Vorspeise aus Belarus. Im Bild klar erkennbar: Kefir, Rote Bete, Salatgurke. Aufsicht von 90 Grad, serviert auf kleiner flacher Teller, viel freie Fläche um den Teller. Untergrund: dunkler Holztisch mit sichtbaren Gebrauchsspuren; eine emaillierte Schüssel und ein Leinentuch mit Kreuzstichkante. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
draniki.jpg,draniki,Draniki,Belarus,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Draniki, Hauptgericht aus Belarus. Im Bild klar erkennbar: Zwiebel, saure Sahne zum Servieren. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: dunkler Holztisch mit sichtbaren Gebrauchsspuren; eine emaillierte Schüssel und ein Leinentuch mit Kreuzstichkante. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
kartoflyanaya-babka.jpg,kartoflyanaya-babka,Kartoflyanaya babka,Belarus,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Kartoflyanaya babka, Hauptgericht aus Belarus. Im Bild klar erkennbar: Zwiebeln, Eier, Butter. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: dunkler Holztisch mit sichtbaren Gebrauchsspuren; eine emaillierte Schüssel und ein Leinentuch mit Kreuzstichkante. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
carbonade-flamande.jpg,carbonade-flamande,Carbonade flamande,Belgien,Europa,Hauptgericht,Fleisch,"Food-Fotografie: Carbonade flamande, Hauptgericht aus Belgien. Im Bild klar erkennbar: Rindfleisch zum Schmoren, Zwiebeln, dunkles belgisches Bier. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: heller Marmor mit grauer Ader; ein Kupfertopf und ein gefaltetes Leinentuch am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
gaufre-de-li-ge.jpg,gaufre-de-li-ge,Gaufre de Liège,Belgien,Europa,Snack,Vegetarisch,"Food-Fotografie: Gaufre de Liège, Snack aus Belgien. Im Bild klar erkennbar: lauwarme Milch, weiche Butter. Aufsicht von 90 Grad, serviert auf Holzbrett oder Papier, mehrere Stücke locker verteilt. Untergrund: heller Marmor mit grauer Ader; ein Kupfertopf und ein gefaltetes Leinentuch am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
moules-frites.jpg,moules-frites,Moules-frites,Belgien,Europa,Hauptgericht,Fisch,"Food-Fotografie: Moules-frites, Hauptgericht aus Belgien. Im Bild klar erkennbar: frische Miesmuscheln, Zwiebeln, Stangen Staudensellerie. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: heller Marmor mit grauer Ader; ein Kupfertopf und ein gefaltetes Leinentuch am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
bosanski-lonac.jpg,bosanski-lonac,Bosanski lonac,Bosnien und Herzegowina,Europa,Suppe,"Fleisch, Lamm","Food-Fotografie: Bosanski lonac, Suppe aus Bosnien und Herzegowina. Im Bild klar erkennbar: Rindfleisch, Lammfleisch, Kartoffeln. Leichte Schrägsicht von 30 Grad, serviert in tiefer Steingutteller, der Dampf gerade noch sichtbar. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
tufahije.jpg,tufahije,Tufahije,Bosnien und Herzegowina,Europa,Dessert,Vegetarisch,"Food-Fotografie: Tufahije, Dessert aus Bosnien und Herzegowina. Im Bild klar erkennbar: feste, gemahlene Walnüsse, Zitrone. Fast auf Augenhöhe, 20 Grad, serviert in Kuchenteller oder Glasschale, die Schichten oder die Kruste sichtbar. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
evapi.jpg,evapi,Ćevapi,Bosnien und Herzegowina,Europa,Hauptgericht,"Fleisch, Lamm","Food-Fotografie: Ćevapi, Hauptgericht aus Bosnien und Herzegowina. Im Bild klar erkennbar: Rinderhackfleisch, Lammhackfleisch, Knoblauch. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
banitsa.jpg,banitsa,Banitsa,Bulgarien,Europa,Frühstück,Vegetarisch,"Food-Fotografie: Banitsa, Frühstück aus Bulgarien. Im Bild klar erkennbar: Filo-/Yufka-Teigblätter, bulgarisches Sirene oder Feta, Eier. Schrägsicht von 45 Grad, serviert auf Frühstücksbrett oder Teller, Morgenlicht, ein Tuch beiläufig danebengelegt. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
shopska-salata.jpg,shopska-salata,Shopska salata,Bulgarien,Europa,Vorspeise,Vegetarisch,"Food-Fotografie: Shopska salata, Vorspeise aus Bulgarien. Im Bild klar erkennbar: reife Tomaten, Salatgurke, rüne Paprika. Aufsicht von 90 Grad, serviert auf kleiner flacher Teller, viel freie Fläche um den Teller. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
tarator.jpg,tarator,Tarator,Bulgarien,Europa,Vorspeise,Vegetarisch,"Food-Fotografie: Tarator, Vorspeise aus Bulgarien. Im Bild klar erkennbar: Naturjoghurt, Salatgurke, Knoblauch. Aufsicht von 90 Grad, serviert auf kleiner flacher Teller, viel freie Fläche um den Teller. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
birnen-bohnen-und-geraeuchertes-rind.jpg,birnen-bohnen-und-geraeuchertes-rind,"Birnen, Bohnen und geräuchertes Rind",Deutschland,Europa,Hauptgericht,Fleisch,"Food-Fotografie: Birnen, Bohnen und geräuchertes Rind, Hauptgericht aus Deutschland. Im Bild klar erkennbar: grüne Bohnen, feste Kochbirnen, geräucherte Rinderbrust oder luftgetrocknetes Rind. Angerichtet wie beschrieben: Mit jungen Salzkartoffeln. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: geöltes Eichenholz; ein Steingutkrug und ein karierter Tuchzipfel am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
gruenkohl-mit-merguez-statt-pinkel.jpg,gruenkohl-mit-merguez-statt-pinkel,Grünkohl mit Merguez statt Pinkel,Deutschland,Europa,Hauptgericht,"Fleisch, Lamm","Food-Fotografie: Grünkohl mit Merguez statt Pinkel, Hauptgericht aus Deutschland. Im Bild klar erkennbar: Grünkohl, Merguez, geräucherte Rinderbrust oder Pastrami am Stück. Angerichtet wie beschrieben: Mit Salzkartoffeln oder Bratkartoffeln und kräftigem Senf. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: geöltes Eichenholz; ein Steingutkrug und ein karierter Tuchzipfel am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
kaesespaetzle.jpg,kaesespaetzle,Käsespätzle,Deutschland,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Käsespätzle, Hauptgericht aus Deutschland. Im Bild klar erkennbar: Eier, würziger Bergkäse, Emmentaler. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: geöltes Eichenholz; ein Steingutkrug und ein karierter Tuchzipfel am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
sauerbraten.jpg,sauerbraten,Sauerbraten,Deutschland,Europa,Hauptgericht,Fleisch,"Food-Fotografie: Sauerbraten, Hauptgericht aus Deutschland. Im Bild klar erkennbar: Rinderschmorbraten, Zwiebeln, Möhren. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: geöltes Eichenholz; ein Steingutkrug und ein karierter Tuchzipfel am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
schwarzwaelder-kirschtorte.jpg,schwarzwaelder-kirschtorte,Schwarzwälder Kirschtorte,Deutschland,Europa,Dessert,Vegetarisch,"Food-Fotografie: Schwarzwälder Kirschtorte, Dessert aus Deutschland. Im Bild klar erkennbar: Eier, Kakaopulver, las Sauerkirschen. Fast auf Augenhöhe, 20 Grad, serviert in Kuchenteller oder Glasschale, die Schichten oder die Kruste sichtbar. Untergrund: geöltes Eichenholz; ein Steingutkrug und ein karierter Tuchzipfel am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
frikadeller.jpg,frikadeller,Frikadeller,Dänemark,Europa,Hauptgericht,Fleisch,"Food-Fotografie: Frikadeller, Hauptgericht aus Dänemark. Im Bild klar erkennbar: Rinderhackfleisch, Kalbshackfleisch, Zwiebel. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
